SKU	UPC	Best Buy SKU
IPH3GBTREDP_BB	846127010351	
ACASIPH3GBTK3_BB	610563295982	
ACASIPH3GBTK5_BB	610563296002	
ACASIPH3GBTK1_BB	610563295968	
AGIORBK2_BB	718122246816	
AGIORBK5_BB	718122515837	1305121155
MH1300-400C_BB	4715412063265	
MH3300-550C_BB	4715412060585	
MM9170_BB	4715412061100	
ACASIPH3GBTK2_BB	610563295975	
804-710_BB	893577001750	
804-707_BB	893577001705	
AA1900_BB	4715412009256	5014644
MM9750_BB	4715412061780	5614144
VH6011-658D_BB	4715412064934	5167486
AGIORBK1_BB	718122246717	
602956007067_BB	602956007067	3400326
602956007852_BB	602956007852	5050502
JXMP264_BB	639247070653	
JXMP262_BB	639247070646	
PCM-2230-25B_BB	724580272663	
5044153_BB	718122410309	1305429640
4CDS250G_BB	718122088850	
PMBC-1_BB	718122684663	
LC27024-LEARNIN_BB	796714270241	
28041_BB	744105202012	3682341
GAR01R_BB	793573454287	6188904
08039643_BB	718122215010	
ABW66045618K2_BB	718122080496	1305121100
ABW66070222K3_BB	718122081295	1304885799
ABW66070236K2_BB	718122081899	1304885805
25022_BB	744105200636	5883517
25025Y_BB	744105200650	5912425
25023_BB	744105200605	4443953
24025_BB	744105200520	5912416
24022WP_BB	744105200490	5912392
29072_BB	744105200469	
VS06WAMXL_BB	605228086975	1304644020
VS07CV75_BB	605228087019	
DSFEWASB_BB	605228085473	
TU81_BB	5060063220819	
TU247_BB	5060063221342	
EPA401_BB	749822784018	
APA131_BB	049822911316	6048116
XL200_BB	857817000729	6245029
115NB_BB	857817000668	4257376
KF77080_BB	056975022080	4927014
V7000WH_BB	056975004932	1305576283
BRC3087_BB	062118430872	
RP7887_BB	044319650419	4428791
BRC3109_BB	062118431091	5038043
RCD175IH_BB	777781822687 062118400158	
ASWMKF77041K1_BB	705105108919	4930319
ASWMKF77043K1_BB	705105109015	
KF77045_BB	056975019745	
V5000-BORNER_BB	056975150004	1305275728
KF77041_BB	056975011015	1305243376
KF77081_BB	056975032881	4927032
Bow6.5x18_BB	815317007181	
BowST_BB	815317002209	5987442
Bow7x14_BB	815317007143	
BowSZ-A_BB	815317009024	
V7000OR_BB	056975004956	1305275704
KF77071_BB	056975004871	1305517859
AMDCPL49_BB	049822630675	1305000115
AMDSCPL52_BB	049822660788	1304987660
AMDSCPL62_BB	4957638068109	1305000122
AMDSCPL77_BB	4957638068130	5613394
AMDSCPL72_BB	4957638068109	5663167
AMDCPLA49_BB	049822630675	
AMDSLP77_BB	4957638066136 	
AMDCPL58_BB	4957638063098	5613376
AMDCPL72_BB	4957638063128	5663158
DLA64059_BB	609585172920	
DLZ93234-17_BB	836258932349	4972283
DLZ81001-17_BB	836258810012	
DLA71055B_BB	609585164949	
DLZ23437-17_BB	836258234375	
DLZ81821B-17_BB	836258818216	
DLA71026-17_BB	609585164819	
DLZ23436-17_BB	836258234368	
DLZ81001/17_BB	836258810012	
DLA71027-17_BB	609585164833	5239305
379M_BB	652730379033	5695796
309B_BB	652730309061	5695769
2505W_BB	652730250547	5695732
BB0110_BB	652730001101	6181938
3798M_BB	652730379835	
189P_BB	652730189038	6274616
MRFA50_BB	656777006372	
DBNP120_BB	656777001735	
DBBP915_BB	656777001247	
DBBP308_BB	656777001360	
MRNP60_BB	656777006129	
IPSTK_BB	656777009434	
WIYFS_BB	656777004781	
DBVM200_BB	656777002428	
DBBP412_BB	656777001308	
DBDU14_BB	656777002046	
MR823_BB	656777006532	
MRFM50_BB	656777006075	
ZUH1B_BB	656777004248	5305564
PSHG_BB	656777004194	
IPSCLA_BB	656777009731	5333133
DBFF70_BB	656777001100	
LT-USTK_BB	656777005498	
MIWGS_BB	656777000578	
DBNB4L_BB	656777001339	
DBQM91_BB	656777001124	
IPUMG_BB	656777003494	
MRF550_BB	656777006082	
DBLI50B_BB	656777001643	3927664
DBNP140_BB	656777001780	
DCRMC_BB	656777005269	4310339
DBS003_BB	656777002060	1305399196
BCBP915_BB	656777008093	
DBF960_BB	656777001063	
DBFE1_BB	656777002626	
IPHN3C_BB	656777003586	
DBBCE10_BB	656777002121	
DB8000_BB	656777001964	3927746
DBS005_BB	656777002084	4970646
MRLI40B_BB	656777006396	5305582
MRNP30_BB	656777006150	5333124
MRBP208_BB	656777006440	5305591
PIC-300-PURPLE_BB	815361015682	5615531
4530B001_BB	013803124262	1214469
9447A001_BB	013803039115	
ACANFADC67AK2_BB	610696358950	1305120691
ACANMR14EXK1_BB	718122097098	4765734
ACANPSA4000BK1_BB	610696375483	
77212_BB	049383047899	1305408676
ACANCLI88PKK1_BB	718122022267	4492358
ACANLCPE58UK1_BB	718122029167	
ACANPSE110SK2_BB	610696375773	
ACANPSSX40K2_BB	610696377302	
ACANWPDC34K1_BB	705105911335	4959322
ACANWPDC27K2_BB	718122067268	4765725
ACANBP819K1_BB	718122111794	4802662
ACANEOSDRT3IK2_BB	609728170592	
ACANNB7LK2_BB	609722090315	5028189
BL02_BB	011502282825	4913084
GL-200_BB	011502020021	4991053
PT100_BB	011502201611	4111542
HC01_BB	011502010107	5124261
42576-00_BB	018579175746	
J1000_BB	737416010001	
RC180I_BB	044476075018	
ET73_BB	011502013733	4111524
ET85_BB	011502230857	1304681919
SEC22_BB	011502405040	
PM17279_BB	4006950017279	1305288544
07-0858_BB	834742008662	
07-0801_BB	834742008679	
01-0201_BB	834742001502	
SWDVK-430004-US_BB	815849013339	
SWDVK-830004-US_BB	815849013353	
AIMF1Y_BB	602956011408	
ASENPX90K1_BB	610696350404	1304754736
PX90-SENNHEISER_BB	615104170384	
PM25441_BB	4006950025441	1305277593
PM20620_BB	4006950020620	1305123043
PM17095_BB	4006950017095	1305518665
MXI40224_BB	899419000981	
HWP-35S_BB	883585142859	
6100_BB	050763061008	
7600_BB	050763076002	3245666
15400_BB	050763154007	
MDRV6_BB	027242402980	
VSS-008-360GUM_BB	094922067647	4580225
VPP-002-SSM_BB	094922371102	
VPP-002-SSP_BB	094922366597	
VCC-A007-PBP_BB	1094922075177	
CE22841_BB	765167228413	
CBRXRS9965_BB	028377105357	
WKB-4000UB_BB	783750003810	1355085
WKB-2000BA_BB	783750004503	4698299
PCK-308UB_BB	783750002899	9984267
A046_BB	085831447057	
P195_BB	085831448092	1305065459
A673_BB	085831445688	5183223
89987660_BB	085831449013	1305065480
CP121L_BB	085831448719	
A076_BB	085831448627	
A082_BB	085831445268	
A111_BB	085831447774	1305119749
A124_BB	085831445855	1304631808
A133_BB	085831445206	5183199
A171_BB	085831445879	
A023_BB	085831447200	5183269
A127_BB	085831445176	
A129_BB	085831445183	
CBP40072_BB	085831425598	1304985178
89998087_BB	085831445824	1304985284
ACOKH250K1_BB	705105855332	
A216_BB	085831445244	5183205
A354_BB	085831445800	1304985277
11005XB_BB	622537035920	
XS5007SB_BB	622537060823	
HM1215_BB	809164002055	
HSB440_BB	809164003977	5116217
HFS2_BB	809164006435	5116262
G15_BB	809164006763	1305532326
JM2112N_BB	622537031847	6273583
BX5003_BB	622537064746	5949386
NCLONE_BB	683274050058	1305647709
ENIGMA_BB	683274010960	1305603583
NDRQ_BB	683274010656	1304535724
ATTENUATOR_BB	683274010915	5111497
HMH112C_BB	809164007784	5116299
HSB450_BB	809164004011	5116226
EPPT03_BB	710137049420	1304386654
D38-31RD_BB	710137042162	5112284
EPPT04_BB	710137049444	1304386661
95Q_BB	710137017665	
AMDSUV77_BB	4957638069137	
AMDSCPL67_BB	049822661150	4188773
AMDSCPL82_BB	4957638068147	
ES2_BB	807955009610	
505SRID_BB	807955008361	
CCS5_BB	807955010371	
MZ2_BB	807955006329	
XI5_BB	807955005193	
YDC30_BB	807955010548	1304691659
LBCESKC_BB	188772003297	
LBCP35C_BB	188772003143	3290064
LBCPDGN_BB	188772003105	4345834
LBE80_BB	188772003310	
RPB-1BB_BB	898821002187	1304523622
LBCPDGC_BB	188772003099	3937998
LBO35_BB	188772003082	
LBPKC_BB	188772003570	
LBCC_BB	188772002344	
LBCCM_BB	188772002603	1304650205
LBOBUND_BB	188772002566	
MAPS_BB	891179000065	3385208
MAPS-HT-KIT_BB	891179000072	4502055
DCPA-2500_BB	891179000478	4634017
M538-BS_BB	891179000010	1305107418
LBABUND_BB	188772002573	
LBCP35N_BB	188772003150	3290073
QF66_BB	807955007302	
XDC2_BB	807955005018	
XF2_BB	807955005117	
MAPS-BS-KIT_BB	891179000089	3385217
DCMA-2500_BB	891179000416	4634008
MAT_BB	891179000003	3385183
QB22_BB	807955006015	
XVI_BB	807955005254	
FW7Q_BB	807955011101	
1TCDG_BB	718122681464	
PDE20X05_BB	837654814116	1305083774
AACCSHARP001K1_BB	610074543848	
602956006749_BB	602956006749	4114928
CR6249ABK_BB	710244210508	1304406826
CR40BK_BB	710244220033	1305524253
CR55BK_BB	710244275521	1304823067
SYS101HS_BB	718122683666	4624162
A5DVDS24X_BB	718122682966	4802917
A5BR10X500G_BB	718122680665	4802817
CR6016ATL_BB	710244210690	
CR60BK_BB	710244276023	
CR64BK_BB	710244276429	
CR6010ARE_BB	710244210430	
CR60BC_BB	710244276054	
CR40RE_BB	710244224086	4786733
91M3RBXTST2_BB	855209000647	
AWP1P_BB	813477010102	
AWP1N_BB	813477010119	
PTA-3512_BB	741393216943	4886678
99MO021905_BB	4712052310995	
99MO023901_BB	4712052311008	1198576
99MO024201_BB	4712052311015	
99MO021901_BB	4712052310926	
99MO021907_BB	4712052311794	
BV-210C_BB	874409003074	
ANTGWNCE3001K1_BB	610696358257	
WNDR4500-100NAS_BB	606449077360	3219043
WNDR3400-100NARRB_BB	606449078329	
GB01421_BB	085387301599	4950349
GB01384_BB	085387301179	4950303
99MO021904_BB	4712052310988	
EYE-FI-8PC_BB	899949001182	9761086
VS06WADVX_BB	605228086968	1305242041
HD06WAEX1_BB	605228093058	
68120021_BB	605228089051	
FO001_BB	094922353504	
TKT805_BB	788875900754	
5421-STEINER_BB	000381854216	
685_BB	077068006855	
326_BB	077068003267	5776994
20005-PPT_BB	785319200050	
145_BB	000772001458	
1284-MELISSA_BB	000772012843	
644-MELISSA_BB	000772006446	
3708_BB	000772037082	
3775_BB	000772037754	
4549-MELISSA_BB	000772045490	
3038-MELISSA_BB	000772030380	
3096-MELISSA_BB	000772030960	
ANTGDGN2200K1_BB	610696358219	
CMD31T-100NAS_BB	606449057263	
DGN2200-100NAS_BB	606449067279	9928584
WNCE3001-100NAS_BB	606449079142	3536047
WNDA4100_BB	606449081619	4962089
IP-IRIG-MIX-IN_BB	8025813391031	4755728
IP-IRIG-MIDI-IN_BB	8025813390034	4862008
IP-IRIG-CAST-IN_BB	8025813398030	4755719
IP-IKLIP-IPD-IN_BB	8025813393035	2938053
IP-IRIG-PLG-IN_BB	8025813381032	
AEYEFI8PCK2_BB	610074542957	
IOC2700_BB	724580630319	
H-14_BB	606540007785	1304941211
0G02537_BB	705487191141	
MILI-IP-BGREEN_BB	851466002073	
MILI-IP-BBLACK_BB	851466002059	4630127
WKB-2000CD_BB	783750004961	3893975
VCC-003-MUVI-PRO_BB	094922366511	
VCC-005-MUVI-HD10_BB	1094922076655	
CSE107_BB	817713011540	
CSD123_BB	817713011359	1305372939
918060251_BB	735186000673	
670040380_BB	735186007153	
985-000249_BB	097855074539	
984-000204_BB	097855081995	
K7101-10_BB	030955710822	
B7101-10_BB	030955710686	
EVC-355_BB	680079835507	
CSE101_BB	817713011489	
MMA107_BB	817713010376	
CSD139_BB	817713011755	
HE400WM_BB	016853038800	
JR1211P_BB	016853004683	
LR142P_BB	016853025350	
ACAPE30301K2_BB	705105130910	
56505_BB	794151401631	3852933
KSB580CR_BB	883049007946	
KPCG100OB_BB	883049061917	1304724623
KP26M1XDP_BB	050946970219	
KSM150PSGA_BB	883049012513	1305943740
KSB560BW_BB	883049026701	
KP26M1XER_BB	883049040462	
A465052PK1_BB	797734264296	5416541
261-CAPRESSO_BB	794151401952	4862432
AKEUB70CPK1_BB	609728168254	
AKEUB60CPK1_BB	609728168247	
B70_BB	649645007021	3156548
B60_BB	649645006024	8464397
ACAP46505CPK1_BB	610696371102	
56004C_BB	794151401679	3859663
RSIQS-1_BB	035565901189	
SH001_BB	811201010008	
AWLL5099_BB	658729081819	
53382_BB	665188533827	4397827
AUD200050_BB	724580500674	
FLT610018G_BB	724580141532	4441891
AUD200006_BB	724580500155	4494629
HVN001-X06G50_BB	843991008385	
MD6002-U04P60_BB	843991007531	
31100001101_BB	091163213123	
KHS7A_BB	019048109958	5328635
14106_BB	813365014106	
14090-TREXTA_BB	813365014090	
MD5002-U04P50_BB	843991007517	
ID03A_BB	843991000693	
ACRMMD0806AK1_BB	639767649872	5009924
SK0108A_BB	871041008252	
ZR-008_BB	188781000089	1304696258
NC180BLM_BB	816246013847	1305374612
NC180PRM_BB	816246013861	1305374636
AIMF15_BB	602956010753	
CASEC_BB	021299143209	
10300-TAKEYA_BB	885395103006	
1757199_BB	016853041893	
1788581_BB	016853048069	
LRS1805P_BB	016853025879	
REFERENCE-S4_BB	743878023541	
VRT330HD_BB	737416033307	
AOMEJ8005K1_BB	718122545339	
DH5050TW_BB	737416055200	
CD0849_BB	5037385000849	
AIMF11_BB	602956010739	
2500ECB_BB	029743250008	5473557
AEXC3900BK2_BB	610563296101	
3500B_BB	029743350005	4870847
P458_BB	085831271386	1304985116
CP121S_BB	085831448726	1305065466
89987075_BB	085831448962	1304985444
ACOKP121K1_BB	718122574537	1304943819
CA153_BB	085831445596	
CR010_BB	085831815443	1304985468
A671_BB	085831447385	1304985413
CG250_BB	085831461985	
A024_BB	085831447217	5183278
A031_BB	085831447248	1304985376
CA007_BB	085831167306	3944651
CBP40058_BB	085831425567	1304985154
CBP40067_BB	085831425581	1304985161
CP125S_BB	085831448788	1304631815
ACOKAIK49K1_BB	718122582730	
SP2201H_BB	038739530406	
S3C016_BB	038739011912	1304673846
S2CO16_BB	038739011905	1304673839
AMAGSP2201HK2_BB	705105915135	
89987078_BB	085831447941	1305065442
89998672_BB	085831445671	
620-DLXKIT_BB	090729609165	1305721119
DF7059CPL_BB	090729800593	3937807
1143_BB	090729130072	1305133004
455031_BB	053661107809	
IT28-IPADAPT_BB	811937010105	
AMAGSP2201HK1_BB	705105915036	
1042-STD1D_BB	090729130027	1305219609
ASECMQNPK1_BB	705105921730	
CF7026UV_BB	090729700268	3289366
1246_BB	090729130102	
DF7494CU3_BB	090729804942	3937825
620060_BB	090729600605	3289171
P04382_BB	720916043822	3939562
9163_BB	720916091632	
DJX750_BB	4033653130356	
ADUN5006SIK1_BB	610696358905	
M80_BB	710137019751	5112178
WHE201_BB	710137015920	
BMF02BK_BB	710137047242	5112354
462P50_BB	710137050419	
DEN1046_BB	710137030671	5112239
ADUNDVP1K1_BB	609728165055	
EPPT02_BB	710137049406	1304386647
M152_BB	710137045941	
ADUNGCB95K2_BB	610074549581	5108624
ADUNKH95K1_BB	609728166434	5108324
WHE401_BB	710137031555	
JH-OC1_BB	710137035683	6258824
RWT01L_BB	710137047686	
471P3N_BB	710137043541	1305554960
433P10_BB	710137042520	
433P73_BB	710137042506	6007138
DD11_BB	710137022942	1305603644
41403-WABASHVALLEY_BB	019669002164	
41401-WABASHVALLEY_BB	019669002218	
A2053-WABASHVALLEY_BB	824284108401	1305385472
27005-WABASHVALLEY_BB	019669000177	1305511000
CR55RE_BB	710244275583	9182564
ACHICHI1125BK1_BB	797734265897	
ACHICHI1125BK5_BB	797734269154	5251888
CHI1392_BB	859221001392	1304523394
ACHICHI1125BK3_BB	797734265934	
CHI1125B_BB	859221001125	
20322_BB	652185203228	
NBNC12_BB	033991027664	
SYS301HS_BB	718122686360	
DISCMASTER-201_BB	718122788262	5240837
PPFMXLR15_BB	068888718004	
010-00781-20_BB	753759100803	
0100065840_BB	753759969615	3271655
REFRENCE-S4I_BB	743878023558	
3339_BB	000772033398	1305157062
3340_BB	000772033404	
3559_BB	000772035590	
3974_BB	000772039741	
44093_BB	708026440939	
60P4_BB	011120029772	
35350P_BB	036881353508	
3803_BB	000772038034	1304964029
4019-MELISSA_BB	000772040198	5909449
2938-MELISSA_BB	000772029384	1305467093
SM14071_BB	810119016898	
SM18002RB_BB	810119012326	5934385
SM14061_BB	999992371987	5934409
SM14070_BB	810119015334	5934427
SM15071_BB	810119017109	4959831
58210_BB	708026582103	5805092
4106-MELISSA_BB	000772041065	
PIF300X6_BB	609728163549	4969774
PIC-300B_BB	852197002806	4889514
CF4GB_BB	740617118711	
ON68-11G_BB	734811803665	1305200515
DBBP819_BB	656777000646	
APOLPIC300BK1_BB	609722086318	4889153
PIF-300_BB	852197002684	3291319
PIF300X5_BB	654367704059	5664742
PIF300X4_BB	610696372840	1305071566
APOLZ340K2_BB	KITAPOLZ340K2	5716239
PIC-300L_BB	852197002660	3901596
PLLPK36_BB	815361012506	
PIF300X9_BB	610696372932	
APOLZ340K1_BB	610696360090	
APOLPIC300LK1_BB	609722088220	
PIF300X3_BB	989898497218	6496358
PLDZ340INST_BB	815361015675	5716239
VI7-WHT-WM_BB	681066823323	
VIV-22-58T_BB	681066225738	
IPH3GBTBLU_BB	811352015884	
IFUEL-BLK_BB	811352015945	5130456
IPH3GBTRED_BB	811352015877	5130438
DW-ST-MPED3-128_BB	8526390004456	
VIV-UV-72_BB	681066626108	3290629
VIV-UV-95_BB	681066494011	1304636193
VT324N-GRAPHITE_BB	681066796429	5184829
AVIVDF183PK1_BB	705105874135	
VIV-OB-LI70_BB	681066959275	
VIV-TEL-60700_BB	681066241325	
VIV-SK-400_BB	681066818930	
VIV-SC-OLY_BB	681066626788	5334336
AVIV6501300K1_BB	705105043517	
VIV-FK3-77_BB	681066421772	1304636186
VIV-SC-72_BB	681066284117	3290374
VIV-UV-58_BB	681066379554	3290498
24939JCSL_BB	742725249394	1305139211
25060J_BB	742725250604	
25608-ATARI_BB	881362040077	
3100-CRAVE_BB	811930101695	
SSN803BK_BB	015975800524	
6625B_BB	652730662517	6156593
MM-100_BB	750668005496	
XM-842HD_BB	750668006189	5697385
MM-640_BB	750668007223	5814585
TV-15_BB	750668004475	
3452200_BB	832302000156	
24710_BB	742725247109	
AM-20_BB	750668006981	5635941
MV-23_BB	750668004086	5068617
JD-822_BB	750668005533	4200402
XM-042HD_BB	750668006196	
ACAPEC100RBK1_BB	639767650953	
580BK_BB	794151401655	
ACAP261PK1_BB	610696364012	
48405_BB	794151401938	
TK35V2_BB	6942870301013	5571728
LD40_BB		
LD22_BB	6942870301297	
LD01R4BLK_BB	6942870300900	
E11-FENIX_BB	6942870301150	
28200_BB	750220282006	
ABARATZ985PK1_BB	610696361356	
TK21U2_BB	6942870301044	5491586
ATK11R5PK1_BB	609722085564	
E21V2_BB	6942870301167	5521758
AFENITK70PK1_BB	610696352750	
TK11R5_BB	609722082426	5740562
5432_BB	729708054329	
AKXTGA939TK1_BB	718122072996	
485-BARATZA_BB	838823004857	1305013108
985-BARATZA_BB	838823009852	4872709
ABAR885K1_BB	705105059419	
885_BB	838823008855	5935092
ABBCEC20ZPK1_BB	609722085434	4127491
ABBCEC20PK1_BB	797734265316	4134128
AZOJNPGBC05K1_BB	718122070268	3973037
BBCEC20WH_BB	497430570683	5929259
BBCEC20_BB	4974305706843	
TLW80_BB	897058000805	
8002-PLANET_BB	642016800207	
AZOJBBPAC20PK1_BB	610696359544	5412411
AZOJBBHAC10K1_BB	718122210022	5931493
BBPAC20_BB	4974305708137	1305120523
AZOJBBHAC10K2_BB	639767654814	3929308
NSLAC05XT_BB	4974305708229	3919116
ACUIDCC2650FRK1_BB	639767656016	
CD30_BB	807955009634	
MKZ9_BB	807955012115	
QB36_BB	807955006688	1304686761
MA2_BB	807955006039	1304686747
MF2_BB	807955006169	1304686754
QF26_BB	807955012412	1305249248
MG2_BB	807955006206	
QF8NB_BB	807955012283	
XG2_BB	807955005155	
SD2_BB	807955009993	
FW53N_BB	807955005483	
CZ2_BB	807955011941	5187061
CCKE_BB	807955010333	
CD1_BB	807955009801	
SD7-QUANTUM_BB	807955012160	5615407
BCLIP_BB	807955004875	
CCQ8_BB	807955011712	
CS5_BB	807955009399	
MI5_BB	807955006251	
QF11_BB	807955007593	
ACANPSE110BK3_BB	610696375858	
3351B002_BB	013803104431	
8033A001_BB	013803017021	
4366B001_BB	660685018990	5167862
EOSDRT3K1_BB	845251028393	
3963B001_BB	013803113341	1304679572
ACANPSDKITK5_BB	718122671007	5587191
ACANPSSX230RK1_BB	610563301034	
6499A002_BB	013803606355	3921306
4546B007_BB	660685023178	
8171A001_BB	013803020496	
1950B001_BB	013803078879	8815473
9199A001_BB	013803035605	4192833
3115B001_BB	013803098891	9070337
ACANPSA4000PK1_BB	610696375407	
ACANPSSX150BK1_BB	610696377821	
ABEHDJX750K1_BB	609728165246	4992274
BC124_BB	186102000329	
SC2AA_BB	090729609356	5345613
09755_BB	720916097535	
9143_BB	720916091434	
P05219_BB	720916052190	
09754_BB	720916097542	
09764_BB	720916097641	
09196_BB	720916091960	
BRL_BB	031293100337	
AWIKGCAK6_BB	718122043163	4492533
DEP_BB	031293013651	4480474
AWIKGCAK3_BB	718122199228	4492685
P02900_BB	720916029000	1304886338
P04381_BB	720916043815	3939553
EXN_BB	031293150424	
AWIKDYSK1_BB	718122183623	4492676
ENX_BB	031293026002	3225008
4412_BB	000772044127	1305266764
4427_BB	000772044271	5702475
443_BB	000772004435	1305605525
254-506IV_BB	884645724817	4406817
08-0302_BB	071662003029	
3804_BB	000772038041	1304941686
4021-MELISSA_BB	000772040211	5898628
4074_BB	000772040747	5702457
4097-MELISSA_BB	000772040976	1305097801
4312-MELISSAANDDOUG_BB	000772043120	
4077_BB	000772040778	5909476
4835_BB	000772048354	6332326
3055-MELISSA_BB	000772030557	
3285_BB	000772032858	1305487961
3390-MELISSA_BB	000772033909	1305488708
3777-MELISSA_BB	000772037778	
3798-MELISSA_BB	000772037983	5702351
EXR_BB	031293028501	
EXY_BB	031293029201	4504881
ELH_BB	031293024503	
PC1095CCB_BB	019428105211	5104124
PCI1075B_BB	019428105471	4898279
PC1095B_BB	019428107529	5066764
EBV_BB	031293019509	
ECA_BB	031293019707	4427046
FHS_BB	031293034205	
SPFD01G10_BB	699464000109	5230986
SAFD10G10_BB	873442001290	
PC1085CCB_BB	019428105204	5409311
PC1065CCB_BB	019428105181	5409296
IM2875-00000_BB	825494004941	5170732
PC1075CCB_BB	019428105136	5300902
ALNSLENLP1K2_BB	705105113418	5014999
ALENLENSDK1K1_BB	610696360601	4763845
446_BB	000772004466	1305620320
448-MELISSA_BB	000772004480	
4595_BB	000772045957	1305119381
4780-MELISSA_BB	000772047807	1305497267
4787-MELISSAANDDOUG_BB	000772047876	
4834_BB	000772048347	6332317
3791_BB	000772037914	
3272-MELISSA_BB	000772032728	3395101
3333-MELISSA_BB	000772033336	
2279_BB	000772022798	1305097412
493-MELISSA_BB	000772004930	
4943-MELISSA_BB	000772049436	
4207_BB	000772042079	
4227_BB	000772042277	
424_BB	000772904247	1305365443
4270-MELISSA_BB	000772042703	
3771-MELISSA_BB	000772037716	1304941631
3784_BB	000772037846	1304606042
4490-MELISSAANDDOUG_BB	000772044905	6098841
4099-MELISSA_BB	000772040990	6170162
4115_BB	000772041157	
4222-MELISSA_BB	000772042222	
436_BB	000772004367	1305605518
4155-MELISSAANDDOUG_BB	000772041553	
4570-MELISSA_BB	000772045704	5702484
4587_BB	000772045872	
1280-MELISSA_BB	000772012805	5692317
1315-MELISSA_BB	000772013154	6147198
2407_BB	000772024075	
2419-MELISSAANDDOUG_BB	000772024198	
4848_BB	000772048484	6332362
4849_BB	000772048491	6332371
1301-MELISSA_BB	000772013017	5683158
XM-832HD_BB	750668006769	3999741
XM-050HD_BB	750668007353	
LP-55_BB	750668001672	5635723
SN-50BK_BB	750668008053	
DS-36_BB	750668001795	5635732
BA-825_BB	750668001924	4803343
SN-50BU_BB	750668008060	
TD-042_BB	750668008589	5636049
TD-832_BB	750668008565	5636012
TD-842_BB	750668008572	5636021
MM-480G_BB	750668007926	
MM-480B_BB	750668007841	5814628
TD-050_BB	750668008596	5636058
RM-90_BB	750668004338	
ZM-825_BB	750668005489	5814558
VM-99_BB	750668005601	4164128
HF-25_BB	750668006974	5635932
2940-MELISSA_BB	000772029407	
3042-MELISSA_BB	000772030427	
2530_BB	000772025300	
1633_BB	000772016339	6306066
3391-MELISSA_BB	000772033916	1305936896
3553_BB	000772035538	5670585
481-MELISSA_BB	000772004817	6332186
3552_BB	000772035521	5670576
487_BB	000772904872	
4836-MELISSA_BB	000772048422	
4888_BB	000772048880	6413471
3335_BB	000772033350	
3048-MELISSA_BB	000772030489	
2937_BB	000772029377	1304941587
2400-MELISSA_BB	000772024006	
A6201MELISSAPK1_BB	610074546313	
474_BB	000772004749	1305488685
HF-15_BB	750668001856	5635741
HF-66_BB	750668006776	4200475
LP-99_BB	750668001610	
CF-10_BB	750668001528	
GS-718_BB	750668004291	4164094
CARMM24_BB	750668007285	
BA-03_BB	750668007513	
MM-200_BB	750668006240	5814576
HU-401_BB	750668005175	5635823
CB01008_BB	857198010089	1305137798
KT10682_BB	857198106829	
81467_BB	717068509603	
90091_BB	717068839625	
CF-718_BB	750668006721	4803352
CARMM740_BB	750668007377	5814619
MACHOOD13_BB	705105024516	5009915
4837_BB	000772048378	6332344
4889-MELISSAANDDOUG_BB	000772048897	6413499
488-MELISSA_BB	000772004886	6332201
641_BB	000772006415	
3702-MELISSA_BB	000772037020	
4940_BB	000772049405	5702642
1637_BB	000772016377	
3053-MELISSA_BB	000772030533	
3056-MELISSA_BB	000772030564	
3701_BB	000772037013	
2415_BB	000772024150	6332265
4838-MELISSA_BB	000772048385	6413408
1623_BB	000772016230	
3273-MELISSA_BB	000772032735	1305487954
3346-MELISSAANDDOUG_BB	000772033466	
340-MELISSA_BB	000772003407	
1525-MELISSA_BB	000772015257	
MACHOOD15_BB	705105024417	4622877
22672-INFOGRAMES_BB	742725226722	
60203-DATABECKER_BB	680466602033	
227-ONHANDSOFTWARE_BB	832228002272	
EM00329_BB	857198003296	4887012
0701551_BB	711554075511	1305138627
1801021_BB	711554180109	
AOPTRAINSL18IK2_BB	610074549758	4801275
AOPTNSLPTRSTRK1_BB	610696356505	
0901262_BB	711554090163	
2710252_BB	711554271029	5112414
SF4N4DTQ_BB	027242830226	
ASONDSCHX200VK1_BB	610696370471	
ASONDSCW530LK1_BB	610696351906	
ASONMDRW08LK1_BB	610074545903	
ASONNEXF3KBK2_BB	639767693776	
4101-MELISSA_BB	000772041010	
4116-MELISSA_BB	000772041164	
1318-MELISSA_BB	000772013185	5683167
440-MELISSA_BB	000772004404	1305365115
476-MELISSA_BB	000772004763	
29141_BB	783918291417	6222065
1422FRN_BB	783918002617	6222056
167_BB	000772001670	6413047
3337-MELISSA_BB	000772033374	
3550_BB	000772035507	5702324
4577-MELISSA_BB	000772045773	1305128093
4082-MELISSA_BB	000772040822	5909485
4122-MELISSA_BB	000772041225	
4226_BB	000772042260	
2410_BB	000772024105	
3268-MELISSA_BB	000772032681	1305242515
ASONSLTA37KK8_BB	639767693912	
LC21C_BB	012502600336	
SD350_BB	876840003170	5058152
WA8011S_BB	876840004641	3274237
IM101S_BB	876840002319	
ABRTLX570K1_BB	610696351128	
LC21BK_BB	012502600329	
LC21M_BB	012502600343	
SLTA55V_BB	027242265974	
ASONNEX5NBK7_BB	610696356864	
ASONSAL70200GK2_BB	797734262926	
ASONSLTA65VRK4_BB	610696369130	
ASONSLTA77VQRK3_BB	610696369260	
ASONSLTA77VRK4_BB	610696369246	
3095-MELISSA_BB	000772030953	
4365_BB	000772043656	
MLDBLOCKS_BB	000772042079	
692_BB	000772006927	
4263-MELISSAANDDOUG_BB	000772042635	
582_BB	000772005821	
576_BB	000772005760	5702102
